lyrics,genre
leave bag bone stone to_find home the_air grow cold tree find know know know know know know know know oh leave bag bone stone to_find home the_air grow cold tree find leave bag bone stone to_find home the_air grow cold the_truth find ah,rock
open sleep tonight the_moon my_foot your_name my_hand black tree ooh_ooh ooh_ooh king without nowhere to_go hope eye open close you_see ghost ooh_ooh ooh_ooh the_rain long go memory fade old remain speak dear ooh_ooh ooh_ooh ooh_ooh ooh_ooh ooh_ooh ooh_ooh,indie rock
find deep cold night_and fly i_never want_to wake wish dark world i_never want_to wake wish dark world taste blood i_feel lay body i_see eye dark desire kiss lay body kiss take_me world follow bleed kiss never felt way choose the_night leave the_day close my_eye feel light the_past turn the_light dark shadow my_soul to_find run pain destiny fall apart fade,electronic
yeah cause_you get_me grow a_little world my_heart_be big try show you_get like step car touch the_sky foot foot afraid safe arm let_you break i_put sign cloud know_that ever try show you_get like step car touch the_sky,electronic
hey_hey hey_hey i_say ooh_ooh yeah you_come see alone dance and_you_know baby tell_me trouble give_me everything inside real in_the_dark think_of work slow change may pull u apart get u back together heart baby_you forget forget stand look never love_me rain keep fall rain keep fall would_you call my_name walk rain keep fall rain keep fall hey_hey hey_hey i_say ooh_ooh yeah,rock
eye fall truth great lie a_little man big change hear every make_a no_one ever miss every story every ever break_the law follow new evil book rule right wrong you_say get_the well ask ever think maybe try_to fool u we_know bad yet to_come i_believe come fight red blood land free home die cover mean nothing_to,heavy metal
right let let beat beat ooh ooh ooh ooh ooh ooh ooh ooh like love sound move body round round forget oh_no forget turn your_mind like work remember tell_me right right beat beat night you_take night night you_take night night win you_take night night win you_take night,pop
yo turn year keep the_light we_get uh uh i_think gon really understand one right man we_get house tonight you_see though the_one pay phone lookin might pay home right give_you put you_know bird come i_wanna_be man i_wanna_be the_one to_get inside brain give_you last name change i_put happy happy different ring go_on set meet ask show a_man he_say plan,hip hop
walk i_come upon turn scream say really true walk try catch sun saw hundred one i_believe lady say start sorry come_to play long drive laugh put green em four gold i_believe long,rock
you_want right you_need right we_get look_for yo secret inside year your_eye ear so_long tear across_the like_a world well_i begin cause heart though low cross bear deep sign still heart like_the you_get right cause somebody shit best man people hit one two you_want right you_need we_get look_for die man gonna stop son yeah_yeah_yeah,hip hop
open cold last well dead well rise fall angel sing sing the_last four sing hate sing son bleed hand well three men call well,metal
i_wanna kill something wanna something i_wanna i_wanna i_wanna start fight prove ground blow i_wanna start fight yeah make_you think_that good ground bring_me you_tell_me wake_up everything fuck help i_see everything_i need break tell_me wake_up fuck you_want you_know trouble and_you_know gonna blow i_wanna start fight i_wanna start fight fuck shit i_wanna start fight i_wanna start fight i_wanna kill something wanna something i_wanna i_wanna i_wanna start fight prove ground blow i_wanna start fight yeah,metal
hold my_heart keep my_soul apart my_life cut way my_dream like_a turn turn make_me smile a_world war live_in a_time peace trouble you_come feeling my_heart make_me stay night_and day yeah_i gotta tell_you hold my_hand my_soul beautiful land yeah something night sleep bright change change blue i_get_to know_if real get_to know heart sing smile spend time every hour touch my_mind go yeah baby baby,pop
change your_heart look around change your_heart i_need your_love ooh like_the gotta learn gotta learn gotta learn change your_heart look around change your_heart i_need your_love ooh like_the like_the gotta learn gotta learn gotta learn learn yes learn play fire get burn change your_heart return a_man look see thing get hard maybe know maybe father many wanna sun shin your_mind state put love your_heart change your_heart look around change your_heart i_need your_love ooh like_the like_the gotta learn gotta learn gotta learn gotta learn need,electronic
i_wanna night the_power my_life i_wanna good i_wanna night the_power my_life i_wanna good i_wanna feel burn never gonna stop good everybody you_really wanna work cause_i take_it slow fuckin i_wanna wanna night the_power my_life i_wanna good i_wanna night my_life i_wanna good,metal
heart they_say get_to sit alone wait_for phone ring run of_time run hope boy never run i_keep high keep thing they_say ever drink blind try_to find_a new song sing money money talk rock i_try_to understand every man king head wear wear everybody laugh head wear wear,rock
leave behind sing behind my_eye bear sign to_see long peace mind break my_heart to_see cry wake time nowhere my_hand land take long you_want forget my_love to_come along hold back sound the_fire memory hold my_hand one the_ground,metal
far try_to little carry u carry u far_away begin fall please stay place you_want sleep u the_light u,metal
easy fool around faith i_wanna it_take i_ever break your_heart i_ever wrong i_never give_you cause belong mile u know_if drive take come home tonight let_it play your_mind cause time people want love people let_it show people wait well gonna tell_you always one mile u know_if drive take come home tonight let_it play your_mind cause time drive take come home tonight let_it play your_mind cause time_i get whole day to_take come home tonight let_it play your_mind cause time time,pop
thought yesterday empty place close my_eye pray magic never end my_mind i_feel touch it_feel right the_way move go the_night it_feel like fly it_feel it_feel right in_love together in_love control in_love tight i_look your_eye my_love no_one else my_heart like_a shadow in_the_dark it_feel right the_way move go the_night,electronic
i_get money i_get my_hand let_me tell_you stand wait so_long good thing never too_late take chance leave nothing_to faith i_wanna walk blue look good oh good step blue blue style kill man one great big smile oh_i cool man i_want blue blue gonna step blue blue blue blue look good oh good blue,rock
wave wave the_day turn taste taste faith turn people turn to_get day day face so_much promise to_get little the_time turn little we_know day day face get go to_get year year cause the_way top cut turn,pop
the_world use_to change the_thing learn fear fall watch live learn old world turn burn burn burn outside place game right the_world use_to shake hand upon fall this_world will_never learn burn burn burn outside place game go make_it right cold world and_get old black white lie fight look_at life side different eye different eye,rock
i_feel real the_truth drink i_think i_need weak speak close your_eye taste less throw away everything you_say everything you_think i_feel sin tell the_truth lie make_a wish come true one way one track mind the_light one way_to throw away everything you_say everything you_think everything you_think away,alternative rock
step back go wrong hold_me get_a let_it i_know you_get learn real bitch try i_know i_need control you_get learn fuck game the_way the_way the_way hot cold time fuck game the_way ooh ooh i_get time please your_hand change my_mind you_get learn learn learn think doin always back like_you care come go crazy you_get learn,pop
like_a storm follow round just_like shadow never end bring back like_i live a_thousand still look_for the_one feel right see move work light the_fire burn lie set think hold_on faith hope head lie set think,pop
alone alone alone alone yes oh_no,metal
last year my_heart oh boy show last i_know call ask knee hand wave lover side gun cry gun gun gold lady remain true lover together the_world need,metal
war beat girl pray i_never hear like_this one never day word people never meet ask god face war girl girl girl line turn get begin war use god tell lie girl girl,pop
fall the_city white your_eye shin like tonight no_one hope the_night silence ask heaven i_love_you i_know be_right be_wait tonight knee good time something less live tonight gonna give_you my_heart give give_you something new i_try_to find something worth i_look inside something money buy i_feel magic i_feel even this_time i_love_you i_know be_right,hip hop
silence the_wind safe safe the_shadow soul demon take control lose inside lose inside fear nowhere run nowhere demon take_the mind memory stone name tear remain laugh i_hear cry the_pain die,heavy metal
pretend i_see_you pretend i_wanna hold_you around around say_that nothing be_right we_know i_look break yeah break one night to_make it_right hide scar take_you win let_go wonder cause_you ever look far scar scar i_tell i_love_you doin alright lie try run a_thousand mile believe i_want_to free break yeah break one night to_make it_right hide scar take_you i_let go wonder cause_you ever look far scar oh_oh,pop
set go man go i_get_a girl ready_to rock roll goin pick rock roll baby my_eye ready_to rock roll top head hop really be_go wild music really send crazy style,rock
think_that i_would star like goin fast seek the_light get home call time life the_edge can_feel lay back the_time happy sit play old sit everything work fine take another home your_heart run find place the_sun people gotta smoke em you_get em make you_get a_little people gotta hit the_time take another back round home your_heart run find place the_sun take another back round home your_heart run find place the_sun find place the_sun,rock
today i_give day memory goin day gonna win many mind u place girl angel u cause everybody hard_to break_the sorrow you_come along place girl angel girl ooh ooh ooh the_one,pop
this_time you_think miss you_never the_way i_feel tell_me funny this_time i_see keep key go nothing leave open space forget smile your_face open space else place open space funny the_world take_you bring life pass leave open space you_know_i forget smile open space i_believe you_say never_be since be_go love my_heart forget smile open space,pop
oh_no beautiful beautiful give flesh everything door a_new sweet you_make cry deny make_me feel inside oh_you beautiful one yes long long the_sun the_sun your_soul crazy bout you_look the_thing make_me song music oh_i wanna someone like_you,pop
i_try_to run foot baby put i_try_to pray away you_get knee foot baby put you_turn you_turn you_turn turn turn turn turn turn turn,pop
blood flow red blood fast blood blood flow turn turn turn turn make long blood make_me remember make red make_me remember blood go turn the_air space like begin,alternative rock
i_take i_think pass the_shadow i_think shot space gun boy felt blue two three fly shin little town old dream i_take i_think shot space gun i_think pull sun boy felt blue mine the_moon one time tomorrow night tomorrow night hand,rock
oh_oh_oh oh feel_the fire ooh_ooh feel_the fire try_to play yeah woah like new new ah ah get two ah ah new get two foot yeah_yeah new need new baby need new need new new get shit like piece would like_you like_you like_you like_you yeah like em like like u you_know go em to_make you_know go get_a green light you_know go_on like five you_know go watch green like you_know go might like you_know go you_know go hand show you_know go dance you_know go show you_know go,hip hop
baby know everything_i know sweet touch know_that much go_to okay day day dark rise storm blow house little shall pass shall pass yeah go_to pray i_get day day,rock
uh huh make_me tonight tonight make_it right uh huh make_me tonight tonight tonight oh uh huh make_it tonight right oh hair beautiful oh tonight tonight make_it tonight make_me tonight hair beautiful oh tonight oh_oh oh_oh_oh oh oh_oh oh_oh,rock
pick always like blood stone stranger train look around the_day run the_ground alright clear please one leave care funny way show first wanna call turn away the_morning felt fade miss,rock
look back ghost train back past wonder sad hit_the wall soul small small look back back_to front front back sky good without the_end good without the_end meet street you_say bird word blow away look back back_to front front back lie good the_end good the_end,jazz
a_long time seem like feel_like wild beat talkin talkin put walk walk put go wrong love love love love love love love love love love love love go wrong see face race brother brother kill one another kill one another the_world one one the_world one,electronic
i_like the_way feel fine you_look i_like the_way you_take keep little mind try_to find life broken heart well still make_it ready_to start never wanna see_you cry i_never wanna hold_you tear never wanna see_you burn so_much i_gotta tell_you so_much learn die die baby die to_get sometimes sometimes the_wall build you_know_i get little mind try_to find life broken heart well still make_it ready_to start i_never wanna see_you cry i_never wanna hold_you tear my_eye never wanna see_you die so_much i_gotta tell_you so_much learn cause_i never wanna see_you cry i_never wanna see_you die i_never wanna see_you cry i_never wanna see_you cry cause_i never wanna see_you cry i_never wanna see_you cry i_never wanna see_you die oh_i never wanna see_you die,rock
i_ever get mama win train home i_get babe win train home go back_to good know oh mama hey baby_i believe oh baby mama i_believe oh turn blue i_believe hey yeah_yeah you_know you_get crawl grow high go_to crawl baby the_day die crawl crawl door crawl you_want baby go_to crawl oh,rock
like one i_find heart make the_fire safe alive time gotta gotta gotta stand next stand next stand next stand next stand next everything_i need heart warm a_little piece heaven shin storm the_fire gonna burn gonna put the_rain fall rise carry home carry carry safe alive time gotta gotta gotta stand next stand next stand next stand next stand next stand next everything_i need stand next,electronic
you_get you_come deep hold send touch my_head i_think much never_be girl dream thing i_believe your_love hear i_say boy i_tell true easy something make_me crazy breathe set my_heart fire every set my_heart breathe breathe set my_heart fire start breathe set my_heart uh,electronic
tell_me something give_me hope the_night we_know feel pray right though the_way go way_i miss the_day the_day miss the_day the_day oh miss the_day love leave too_late go time drive away cause the_way the_world new back back back,rock
gon put lay even break my_heart try wait_for tomorrow today baby of_time die i_wanna_be baby_you man_i weak stand i_wanna_be baby the_end_of day forever your_life forever side forever stay hang fall gonna fall even though i_know you_feel ready_to be_right wrong my_heart win lose ready_to give get_to boy to_know i_wanna_be baby_you man_i weak stand i_wanna_be baby the_end_of day forever your_life forever side forever stay say_i love_you hold nothing say_i want_you wait forever promise i_love_you oh_i love_you i_wanna_be,pop
promise best heart understand believe way easy to_see place start rock gold money the_power inside u make law will_never forget tear family apart rock gold promise take away fear sit wait_for u u tear,rock
sun high night warm dry space time come peace mind work everywhere money gettin back home say love come get blue miss rain head back go oh,rock
upon flesh upon breath bring_me fear take_my love upon breath flesh bear take_my light light take_my give_me love upon flesh home within my_head,rock
eye sky rain work child so_far cry pray to_say stay u pretty smile get home know live_in this_world you_feel can_feel no_one seem_to care much to_say stay u pretty smile get home know you_see you_turn around the_sun so_much to_say go afraid the_end rest your_head meet never,pop
uh huh ooh baby_i i_love_you felt lonely you_know leave_me i_love_you ooh baby_i i_love_you felt lonely you_know leave_me i_love_you feel living even felt baby i_love_you i_need life you_see felt lose you_know leave_me i_love_you love_be mine til end yeah_yeah,pop
white,rock
yeah_yeah_yeah yeah beat five five five five the_sun smile your_face catch my_eye my_eye you_get you_want you_want you_get you_like you_like i_get_a be_mine be_mine be_mine baby catch roll get high get high and_get fly fly go you_get you_want you_want you_get you_like yeah_yeah i_get_a be_mine yeah_yeah would_you give_me last four last four the_ground would_you good would_you still money would_you still love_me yeah_yeah look i_get lock today would_you write write i_get lock today would_you tell_me something you_wanna know wanna nigga fuckin wake_up yeah_i wake_up see my_face i_keep get look look show baby and_you_know close close yeah_yeah close yeah_yeah,hip hop
to_find reason to_find i_see a_world cold i_see a_world rule the_day bear your_life well think the_end i_ever want a_little piece of_life a_world thing i_ever need a_little piece hope thing gonna turn way living a_world good enough can_feel nothing living a_world mean make i_see old enough care plan make hand fail no_one to_take your_hand catch tear the_whole build leave room blind fear,heavy metal
say gonna lose place just_like lose brother we_get to_go you_know tell nothing show put die way care a_little push someone even know well_i wish_i i_would build beautiful house like like get high build strong deep reach the_sky get get the_ground pretend put river first stand brother we_get to_go you_know tell tell tell nothing show,hard rock
breathe i_hear i_believe my_heart beat inside my_hand shake lose feeling to_take you_say leave turn back this_time gotta stay alive i_go alone turn close try crash still tear cry survive alive leave nothing hold wheel go your_face i_see every space lose turn back this_time gotta stay alive i_go alone turn close try crash still tear cry survive alive,pop
people get a_little people get whole i_know one want i_want i_need love i_get_to i_need get i_need love i_get_to get scar to_feel so_much somebody touch hot cold so_far control hard_to come hard_to hold people get a_little people get whole i_know i_want,rock
the_sound you_get talk_to talk_to talk_to talk_to get_it listen listen listen the_last song the_last song the_last song something find yeah still around you_get walk walk walk walk to_make ground room room,alternative rock
let_it go let_it roll right you_know hard let_it let the_end remember it_feel make small hour little wonder turn fate time fall away small hour small hour still remain let_it let trouble fall behind you_let shine till you_feel mind you_need turn_to get heart really matter the_end,pop
get_it hop big one i_keep get get take_a little i_go and_get i_come shit cause shit big big stone cause brother we_get real buy fuck front fuck nigga drop top feelin like drop top catch play heart smoke take three nigga shit shit outside stick nigga make one wrong move like touch touch bitch gon keep pull nigga gon stop pull go put shit get_a keep low keep get big go never throw nigga take nigga play nigga big nigga uh the_one gon call nigga i_get back fall nigga fall i_get gon nigga fuckin shit cause beat fuck buy fuck front fuck nigga drop top feelin like drop top catch play heart smoke take three go nigga shit outside stick nigga make one wrong move,hip hop
money burn i_wish nothing_to buy pretty money burn i_wish well money sit side would beautiful see would soon cause money burn bring red wish would beautiful see would soon,pop
the_night secret dream cannot change the_moon the_day i_know_you make magic alive send word i_wish say i_hear your_heart a_thousand mile away always my_dream reason always my_dream reason a_world forever flame heat like_a fire a_world dark a_world love cannot escape a_world hurt a_world a_world your_heart begin sleep i_wish pray your_soul go start final way_i wake_up to_find world alive speak word i_wish say look my_eye mile away cause_i still dream reason try and_i_know my_dream survive,metal
road lead stand sun light the_night sky to_see please love_me like_i love_you love like sun light the_night sky like like like of_time change my_mind i_believe find in_time tonight pain love tonight tonight wound would heal strong last sun light the_night sky like,metal
oh_no dear oh_no dear oh_no dear oh_no dear dear pray every breath love_you end too_much to_take peace close your_eye truth end too_much to_take gonna love one another til come mama seek sweet mama give_up one one one one new mama i_know_that never love man mama day understand understand oh_no dear oh_no dear oh_no dear oh_no dear dear,pop
son good love day chance get_to say keep your_eye the_sky put the_moon look pretty tonight the_water may change turn_to gold time mind time mind hold people roll far the_world we_know child it_right the_light my_eye grace smile my_face,rock
a_new first man a_new tell hand wait next war hand feel head light hey watch go plan hey house first man hey your_face hey space first man the_world first man live cast get_to plan plan plan,metal
much day break_the rule tell_me son get hold like_a man fit hey step cut mama wave tear well eye need turn_to say soul you_know clothes wear life upon blow hair get_a oh sky put blue let music save you_find god pray deep inside my_soul hey mind you_find law whole baby yeah see i_know get_a destiny yeah ask in_the_sky thing money buy hey babe bitch brother mind cause_i,electronic
cover cover cover nobody nobody ever gonna catch see red prove right raise i_never promise try_to rise rise you_never promise rise rise rise rise reach reach reach nobody nobody nobody catch see red throw raise,pop
the_truth truth less seek the_truth state desire escape soul the_pain lie control fate,metal
light skin skin lonely desire you_find silence i_feel breathe i_want_to run you_know burn watch you_find home,rock
nothing else low every high moment die you_never felt like_this beautiful moment i_let go next loud sing hey high touch u foot the_ground yeah rule pretty thing wild we_get tomorrow,pop rock
make_a one i_think you_come you_know say yes one wheel i_go much put put make sure stay small like_a say big like_a bear never drink drink man drink yeah great last year well year ooh_ooh sound sound use_to stand side man use_to reach hang different know use_to drink say hear use_to say you_never know say i_go reach bag bag get_me love call say kid come say tell he_say take_a little say go the_people wonder wonder say black man say white man dance i_say,pop
blue the_moon star shin bone first kiss just_like drug you_take magic love the_sound my_heart the_beat go_on you_make good come_on come_on the_sound my_heart the_beat go_on you_make good come_on come_on gold good world fall right you_go cast say the_word i_feel your_love,pop
like_a burn my_eye fade away my_hand write without end wake_up late call_me voice fill empty place my_dream silent fade away fade away fade away go please stay play road i_hear sound like crawl cold escape i_know_i run around without end memory silent,pop
sit star four wall think i_get_to get back lonely take my_heart i_gotta get back feel never around you_never know_what you_get til lose i_gotta get back girl i_get_to say cause_i really wanna see_you wave bear pain win lie soon you_walk the_door tell_me live sit star four wall think i_get_to get back lonely take my_heart i_gotta get back feel never around you_never know_what you_get til lose i_gotta get back,pop
bring yeah real car wanna get_your fill make_me i_put think turn my_life drive heat oh_yeah yeah hard take put tonight four hit top end you_know it_feel slow wanna get_your fill make_me i_put,metal
get_a friend get_a friend look ahead mile mile warm bed remember old say boy get_a friend yeah get_a friend get_a friend get_a friend get trouble and_get em stick together cause get_a friend get_a friend might a_little big strong maybe ever love_you boy go will_never die gonna see destiny get_a friend get_a friend get_a friend,rock
get get_a body use you_want get_a shot blue oh_oh tell_me come_on baby you_know_i gonna make_you crazy i_say see wanna get inside yeah_yeah you_get train go cause_i hot know_what hot love hot try know_what miss warm hand hot i_try_to find get enough and_i_know,pop rock
you_know hate always will_never crawl you_know the_day come soon kill final dark heart feel_like one the_one hate come feel_like one the_one hate come pain pain sin sin soul always burn body to_feel,metal
the_one hate the_one hate fuck,electronic
life hold of_life dead power name the_one head sleep dark upon life end another life one spread word let hear silent the_wind cry call side end hope to_find sure night the_day sure day the_night flame u side moment call see star child the_night flame reach the_sky night be_come never end burn fire word give fear reach to_take hand,metal
destiny take_me whatever i_want free i_wanna i_want fight fail forget know my_name give ever lose dead fight fail forget know my_name war catch,rock
behind the_wall the_door big name wave the_world drown time heal wound fate silent scream no_one truth cold self make behind the_wall lie within dark side the_end,metal
call hear laugh alive fight lie go scream the_truth right face start spread the_word make sure the_whole world prove nobody stop the_world come even pay to_see fall go the_truth right face start spread the_word make sure the_whole world prove nobody stop start spread the_word make sure the_whole world prove nobody stop,heavy metal
hold_on waste bright light me_baby your_love cause_you get something drug cause be_wait stay tonight i_know never_be together run right bright light my_heart_be burn desire baby_you know game play fire baby we_know turn back you_never gonna_be girl i_need your_love so_much touch girl i_need kiss cause the_one miss,electronic
take take friend catch promise leave the_end take ride you_say i_look i_want_to believe you_know lie understand i_believe reach my_hand i_believe take_the i_believe you_say change i_believe believe,rock
kill child gotta make_it mind lock your_heart like work hard fool go kill show the_last loud reason world world day leave_to law drug name guy lose wild dream,hard rock
get_me like_the like_a behind knee cause wanna girl come girl go one girl really know girl stay girl pretty one woah yeah yo yeah_yeah show ah show ah show ah show you_get rest get yeah show ah show ah show ah show you_get rest get yeah,rock
write catch place get nothing else inside side this_time hop i_would see_the world my_eye maybe tell_you word today sky cloud mountain in_the_sky next side this_time hop i_would see_the world my_eye maybe tell_you word let_me eye bring_me back_to next time_i go outside,rock
little one i_look next small follow lead open i_get lose need find look_for boy just_like everybody else right fall apart follow fall your_heart the_pain sweet one though follow eye close tight,rock
oh_oh_oh oh_oh hold_on hold_on the_world sound like fuck nigga fuck bitch oh okay you_get fuck fuck fuck bitch fuck bitch you_wanna bring nigga even tryna right go way move your_life god fuck nigga love party show always act like shit grow man fuck forever late shit buy shit sit deny shit man fuck around side bitch come fuckin shit fuckin yo shit shit bitch i_know shit fuck yo feeling shit see i_know mind game mind game man god bitch slow i_know come_on i_know yo feeling miss man bitch get chain put car my_name you_think kiss yo nigga fuckin,hip hop
night come long day seem_to last forever nothing bring back_to forever blue try hard_to force smile behind tear though memory still beat of_time night come long day seem_to last forever nothing bring back_to forever blue memory come strong dream lose go forever bring back_to forever blue close your_eye see though love_be blind though leave the_past behind still beat of_time your_mind forget like forget nothing bring back_to forever blue,electronic
make money seem_to get far sell back car back_to gonna rest head take_my last rock roll dead rock roll dead i_never money to_get buy shot lady way_to get pay i_make money good look make_it sell law never ever gonna stop even though rock roll pay rule rule rule rule rule everybody else,hard rock
my_face the_wall you_see light shoot across_the sky turn blue turn red soon sight lose_my mind lose red love blue oh river of_life i_get nowhere to_go sound life oh river run run lose_my mind lose skin red love blue oh river of_life,electronic
know_what doin yeah_i get somethin goin love to_come my_love train you_need nothin come make sure show_you love_you show love back ooh ready_to go go oh_yeah look good like show come_on hit_the dance tonight heaven step heaven round round tonight heaven,pop
i_know look good play everybody everybody everybody every every everybody little without ooh ah ooh help,jazz
think felt use use_to child light thought little one burn oh_oh_oh turn turn night world fight strong hold child learn oh_oh_oh turn turn oh_oh_oh turn cause night full_of light heart warm,rock
baby baby baby baby baby baby baby baby right stop listen back new something hold flow like_a ever stop yo i_know turn the_light rock like_a light watch like_a dance kill brain like_a play less love leave good good hit eye kid play yo check,electronic
get something to_tell my_heart well someone ah ah you_know well you_know way deep hide trouble i_keep you_know you_find trouble hold_you close you_turn away i_want_to say love the_rain run fill my_eye golden sun,pop rock
laugh the_wind the_rain felt feel small time away give_you the_eye wonder roll along roll along song i_would,rock
silence kill well star the_sky the_moon gonna pay laugh bout loud oh_you to_see rise dream smoke the_wind song every far the_edge storm front room say nothing desire fall right my_eye might build maybe baby the_wind song every far the_edge,rock
lie in_the_dark feel mine blind together apart side i_come open arm nothing_to hide believe i_say open arm hop your_love open arm empty house seem cold live live alone empty house seem cold want_to hold_you want_you home,rock
come_on come_on come_on yeah come_on take_a take_a shot drink keep the_sun come shot your_life shot your_life shot shot rock little lady make_you blow breathe yeah a_little you_need come_on get full_of desire till start fire,hard rock
thing write word mean i_think you_say the_time u something true you_think far_away you_think the_day keep go i_keep try_to someone new yeah the_day keep go i_think talk_to prove someone new well like_a never hear easy you_think,indie rock
bad boy bad boy bad boy bad boy boy boy bad boy bad boy boy boy bad boy bad boy boy boy always get bad boy bad boy boy boy nothing trouble bad boy bad boy boy boy feeling bad boy bad boy boy boy nothing trouble bad boy bad boy bad bad bad bad boy you_make good bad bad bad bad boy you_make good,pop
side side side side i_feel somethin ah ah ah,hip hop
i_take name raise god drink blood hate believe would end a_world one cross kill cause faith name god heaven wait time_to go damn lord never i_give scar son want always forever kill god everything die i_come face come i_come love come beat beyond god word truth learn spread the_word the_earth the_end_of god i_want kill come get knee thing fill spirit love sense year follow god son death dead go,metal
another around they_say you_get late every talkin talk story grow babe i_think true babe even keep mind you_take run baby baby around i_believe gun you_take run,rock
blue sky the_world look hard_to know my_name free well king no_one the_word to_say try_to get away go back_to river no_one find go back_to river back_to baby mama girl best make_it the_world go back_to river no_one know my_name be_go back_to river back_to,hard rock
yeah hold back yeah good yeah wait_for come next i_feel together get moment go make line you_never cross you_get stop like_the i_get_to less yeah city i_know well feel too_much like old self get_me sad feel get_me too_much time alone get real ah the_past go yeah know close go know yeah_i lie waste so_much time hold inside forget thought let go,hip hop
small grow wild wind blow cold bird fly home high tear the_ground wing carry fill break_the line home mile mile apart i_think tree stand rain fall heart survive stay alive deny long wing carry fill break_the line home mile mile apart i_think song bring,rock
god grace oh war make new god i_want_to burn wall street baby flame like red white blue bleed green,metal
blue white walk room you_know you_make my_eye burn sure death sick rock grow hop fit good and_i_know love_be mean oh_oh love hurt oh_oh i_still remember day meet oh baby_i love_you til the_end_of time_i would wait year promise remember mine baby you_see love_you bitch say remember oh baby say remember oh baby ooh love_you til the_end_of time big dream start your_life please stay money make_it work head say come home stay wait oh_oh oh_oh catch the_game the_last i_hear,pop
sight my_eye hey_hey go inside tell u lie the_sky the_sky the_wall the_wall touch the_eye ever close open blind hear_the voice alright hey_hey see_the leave put light you_see speak the_sky the_sky the_wall the_wall touch even the_eye ever close open,hard rock
clear year ever oh we_know may pass in_time may go oh dear together go a_long long way in_time may may make take_it clear year ever we_know may pass in_time may go oh dear together go a_long long way in_time may may make,jazz
buy baby everything baby find song you_like sing eat wear ring you_think hey make_me fade like_you baby_i wanna see_you baby_i really like_you baby_i make_you baby first forever red black blue let_you drive car even my_eye forget tell lie you_think make_me fade,rock
oh pray yeah father seek child cry miss life father seek child cry miss life pretty yeah_yeah_yeah yeah yeah_yeah_yeah yeah yeah_yeah_yeah yeah fool woah whole guy get king king king king never leave,pop
yeah_yeah ya nigga nigga hot you_know nigga doin big thing and_you_know turn cause happen shit fuck you_know bout nigga back fuck get clear take fuck fuck yeah_yeah keep rock house turn turn keep rock house turn turn keep rock house turn turn keep rock house turn turn,hip hop
i_like the_rain good lonely game town memory like_the day choose high road i_take low turn_to miss blood start your_heart raise son god long earth follow promise you_turn back,metal
face inside tell_me you_feel live dream run long take_you to_find go waste of_time the_time you_need your_mind gonna let love grow take_it slow everyone keep around safe sound,pop
hold watch see_the push be_wait hold watch see_the push be_wait,electronic
come_on baby show i_know_you love fight dark night soul shin light come_on back pretty night shin light go right mad you_know right you_know beautiful shin light come_on get_a come_on baby show_you love fight in_the_dark night soul shin light,indie rock
i_like though people like_the hot people like_the cold people speak mind wanna people whatever your_head hold high thing cause_you wanna never ask i_say say you_say say you_say mean mean you_say cause your_life gotta make rule you_get i_say say you_say say you_say mean mean you_say cause your_life gotta make rule you_get,pop
night last get car drive outside we_get past we_get til we_get front girl like_a ask check inside play game you_know gonna lose look i_make sound learn gonna play fire gonna get burn try me_cause get_a another drink i_know you_think make people scar get far make way_to good love wear guy too_much girl want boy i_see girl understand really loud make way try push push back look_at say ya tryna say,pop
the_light shine grace heart flame the_night see_the fear hold_on strong belong god heal wound light dark dark dark lonely the_light shine fire your_love weak save my_soul,rock
never leave place never leave place never leave be_bear beyond town even though never see em really nothing else nothing nothing nothing wonder would place right everything_i need far never leave place never leave place never leave be_bear beyond town even though never see em really nothing else nothing nothing,rock
back we_get goin to_go see ya get car i_need cause hard rock get bitch like new kid like step get drink make_me cause well gettin shot gettin shot well yo gettin fuck around i_get i_get time_to smoke round check the_sound and_get cause_i rock fly beat track back room back hit_the road bitch house i_get i_get style like rise top fuck always hop go good i_come shit soul back_to start brain house pain pain feelin pain,hip hop
you_come around every clothes look different still else would_you come tell_me shit eat new life somebody let_you come never think see_the like around place run friend be_come round thing different pretend get_a reason to_come tell_me thing change leave day gonna change the_world to_know you_get thing,rock
be_bear the_past time_to take pain child this_time die say_that call king be_bear to_take sin three king search_for child begin heal take pain come say follow call word the_earth light the_world follow u lose the_power word,heavy metal
try_to leave_me without look behind i_never mind silence ever talk loud voice no_one touch no_one touch crawl would i_still love_you love_you love_you love_you hate wall bleed u bleed u,metal
go it_feel like whole go i_think love i_try_to act baby i_ever get yeah baby baby baby oh sure cause_i feel_like my_mind and_i_know nothing can_take baby please stay oh go it_feel like whole go i_think love i_try_to act baby i_ever get yeah,pop
long gonna look_for be_go cause_i believe believe say_i believe i_believe believe oh_i believe my_soul to_make i_believe i_believe oh goin round yo head huh i_think gonna use cause_i believe i_believe believe say_i believe i_believe believe oh_i believe my_soul to_make i_believe i_believe last i_get plan saw hand hand i_believe i_believe i_believe say_i believe i_believe believe i_believe my_soul to_make,rock
turn the_light sleep come i_think go wrong lie close please turn_to go hold_on i_feel change hold_on let_me hold_on time_to thing hold_on put your_hand touch desire fire open arm let_me see love hold_on i_feel change hold_on let_me hold_on time_to thing hold_on,rock
long saw see_you something you_say be_right be_mine the_time look your_face eye state heart to_take start believe begin end one catch the_light hold_on the_day till become hour go outside to_take,rock
mind mind forget learn i_never leave send send love tell_you best wish make_me mind mind forget learn i_never leave change move strong i_tell understand mind forget,alternative rock
